Name,Artist,Topic,Lyrics
Knockin Boots,Candyman,Other,"Attention all ladies The Candyman is on the prowl And for those that wanna get busy You gots to speak up now This rhyme, this time Is one of a kind, blowing yo mind Like only the Candyman can Like a heavyweight champion Knockin'em out, another bout without a doubt Once again you can scream and shout When I rock the bells Yell out my name This is what you've been missing Listen to my heart beat, while I'm whispering I know your suffering So sweet a Candyman sweet nothings Hugging and tugging and rubbing Loving it all, having a ball All ya'll girlies next to me Talking sex to me We can't do that yet, but I bet will chill (Candyman telling'em the truth) Will still end up knockin the boots Ooh boy I love you so Never ever ever gonna let you go Once I get my hands on you At each and every show, thers's this groupie Artis knows what she wants to do to me She knows my name, knows every rap routine But how she get in my limousine Don't act fool, don't drool I'm just a performer I was cool but the room got warmer Norma cornered me in Her and a friend named Llynn, then They checked me in to the Holiday Inn I didn't let'em win, said my pockets was thin She blew me a kiss I knew she wasn't new to this I didn't want to, but the devil made me do it To the tic-toc ya don't stop We knock boots till 6 o'clock, as we lay All night long And early in the morning she sang this song Ooh boy I love you so Never ever ever gonna let you go Once I get my hands on you Ooh boy I love you so Never ever ever gonna let you go I hope you feel the same way too (Girl I do) Tunnel of love is what I'm entering When I mention it, you're surrending Giving it up like a good girl has to Living it up Eventually you ask to stay You're gonna pay for this Just rest your breast on my chest, yes I'm impressed With the way you cold love me down I don't wanna sit down, I just wanna get down I'm on the ground, down on my knees Like James Brown singing Please, Please Round two, I'm down to Do, what it takes to make you Understand I'm the Candyman And I melt in your mouth, not in your hands Hard as rock, yes I'm no sucka The boots I knock make me one bad mutha Knockin, while I'm a hip-hoppin Many people say my lyrics are shocking Just because of the simple subject Everyone should love this Cause everybody does it Whether they admit it or if they deny it You betta keep quite Or else you might have to see a few skeletons But girl thats irrevelent Break out the bottle of Vosties per Monte Pop off the top and rock wit my posse Fila Al, Big Dill, and D Fly We ask the questions, you give the reply MC Chip, Big Rob and Bud Rockin on the waterbed, knockin on the rugs I'm just playing, what I'm saying ain't ill Girl you should know I'm real"
Earfquake,"Tyler, the creator",Other,"For real, for real this time For real, for real, for real this time Bitch, I cannot fall short For real, for real, for real this time (yeah yeah) For real, for real, for real this time 'Cause you make my earth quake Oh, you make my earth quake Riding around, your love is shakin' me up and it's making my heart break 'Cause you make my earth quake (earth quake, ooh) Oh, you make my earth quake Riding around, your love is shakin' me up and it's making my heart break Don't leave, it's my fault Don't leave, it's my fault Don't leave, it's my fault (yeah) 'Cause when it all comes crashing down I'll need you 'Cause you make my earth quake Oh, you make my earth quake Riding around, you tell me something, baby, and it's making my heart break 'Cause you make my earth quake Oh, you make my earth quake (earth quake, yeah) Riding around, your love is shakin' me up and it's making my heart break (you already know) We ain't gotta ball, D.Rose, huh Don't give a fuck 'bout nun', huh Beamin' like fuck my lungs, huh Just might call my lawyer, huh Plug gon' set me up, huh Bih, don't set me up, fuck that I'm with Tyler, yuh (slime) He ride like the car, huh And she wicked, huh, yuh Like Woah Vicky, huh, yeah (like Woah Vicky) Oh my God, hold up, um These diamonds not Tiffany, huh, yeah So in love So in love Don't leave, it's my fault (fault) Don't leave, it's my fault Don't leave, it's my fault 'Cause when it all comes crashing down I'll need you 'cause you make my earth quake I don't want no confrontation, no You don't want my conversation (I don't want no conversation) I just need some confirmation on how you feel, for real (for real) (Ay) you don't want no complication, no I don't want no sovereign nation (I don't want no sovereign nation) I don't even know 'bout that 'cause I'm for real (for real) I said don't leave, it's my fault (one) I said don't leave, it's my fault (two, two) Don't leave, its, it's my fault girl (one, two, three) Don't, do-do-do-do-do, I need"
Very Special,Big Daddy Kane,Other,"My, my, my, yes, I must admit That I have never knew love like this before And I adore everything about you I do mean every part of For meeting someone this beautiful, have mercy I wanna kiss ya father You're the kinda girl I wanna get closer to Become the most to you like love is supposed to do 'Cause I fell straight into your trap And since they say love is blind I'm the Ray Charles of rap And I'm waiting for you to put me in your mix Because ya got my nose open like a jar of Vicks I'll be your king, baby, you can be my queen Uh, let's stay together like Al Green because All my love is all I have And my dreams are very special All my life I looked for you And today my dreams come true You need me and I need you Love in us is very special Things you seem to do divine You look straight into my eyes Oh, our love was meant to be 'Cause our souls touch tenderly Love is life and life is living very special Well I must admit that you know how to treat a woman Don't stop your love, like Keith Sweat, keep it comin' And our relationship won't ever get dull Because you're always on my mind even more than my own skull You're always givin' me respect and chivalry And I can't wait for your enticing delivery Staying together is a must Those Tropicana drinks don't blend as good as us We were made for each other, meant for one another Neither one of us needs another lover And just so it can stay that way Yo, I'm on your side like Jennifer Holiday because All my love is all I have And my dreams are very special All my life I looked for you And today my dreams come true You need me and I need you Love in us is very special Things you seem to do divine You look straight into my eyes Oh, our love was meant to be 'Cause our souls touch tenderly Love is life and life is living very special I talk the macho talk but keep my real feelings hidden But what about that ""pimpin' ain't easy stuff?"" Aw, I was just kiddin' 'Cause if we unite, baby, I'd do ya right Well I hope you meant that mushy stuff you told Barry White Because I think I know you well enough to be understood Well let's talk about sex, babe No, not that good But Spinderella, yes, Miss, I'll still persist Well since you put it like that Daddy then we can do this All my love is all I have And my dreams are very special All my life I looked for you And today my dreams come true You need me and I need you Love in us is very special Things you seem to do divine You look straight into my eyes Oh, our love was meant to be 'Cause our souls touch tenderly Love is life and life is living very special All my love, is all I have And I'll take it, baby Lord, I will take you, lady I wanna, give it No, don't stop Baby no, don't stop baby Oh, don't stop it lady I wanna give you my love 'Cause you're the only one I'm thinking of I wanna give ya my love 'Cause you're the only one I'm thinking of I wanna give ya my love 'Cause you're the only one I'm thinking of Oh, baby Oh, darling Such a sweet sugar lady You're sweeter than sweet-as-can-be Want you to moan for me, baby Oh, oh, oh, love you, love you, love you, love you Oh, such a sweet lady I wanna thank you For giving me all the loving that you're giving to me, baby"
Already Home,Jay-Z,Other,"Oh they want me to fall (fall) Fall from the top (top) They want me to drop (drop) They want me to stop (stop) They want me to go (go) I'm already gone (already) The shit that I'm on I'm already home (Hey, I'm already home) (Hey, I'm already home) (Hey, I'm already home) Oh they want me to fall (fall) Fall from the top (top) They want me to drop (drop) They want me to stop (no) They want me to go (no) I'm already gone (gone) The shit that I'm on (already) I'm already home (Hey, I'm already home) (Hey, I'm already home) (Hey, I'm already home) These nigga's want me to go, don't they know that I'm gone They know I'm space shuttle level they need oxyg-g-g-gen Don't they know that they borin'? Don't they know that I yawn, Only time they excitin' is when they mentioning Shawn You see single white female when she dyed her hair blonde Sometimes I look at these rappers, the movie remind me of them Somebody turn these boys off Don't they know that I'm on Can't they see that it's foolish to try and kill me with songs What the fuck are they Lauryn, you killin' me softly You talk me to death, only thing you can do to him I open the door for them, what else can I do? These nigga's want me to walk for them, somebody talk to them Before I go off on them Oh they want me to fall (fall) Fall from the top (top) They want me to drop (drop) They want me to stop (stop) They want me to go (go) I'm already gone (already) The shit that I'm on I'm already home (Hey, I'm already home) (Hey, I'm already home) (Hey, I'm already home) I taught 'em about fish scale they want me to fish for them They want me to catch clean, then cook up a dish for them All of this just for them, or they got a diss for him They want me to disappear, like it's gonna shift for them They say that I'm in the way, they want me to sit with them But what they admitting is, they ain't got shit for him But really the fact is, we not in the same bracket Not in the same league, don't shoot at the same baskets Don't pay the same taxes, hang with the same bitches So how am I in the way, what is it I'm missing? Nigga I been missing, nigga I been gone The shit that you just witnessed is in, I bin on And as for the critics, tell me I don't get it Everybody can tell you how to do it, they never did it Now these nigga's is mad, oh they call me a Camel But I mastered the drought, what the fuck I'm an animal Half-man half-mammal My sign is a Sag, this is just what I plan to do Hoe don't be mad Oh they want me to fall (fall) Fall from the top (top) They want me to drop (drop) They want me to stop (stop) They want me to go (go) I'm already gone (already) The shit that I'm on I'm already home (Hey, I'm already home) (Hey, I'm already home) (Hey, I'm already home) I'm in the hall already, on the wall already I'm a work of art, I'm a Warhol already On another level, on another plane already H-O-V I got my own lane already (already) I done cooked up the rock already So why the fuck can't y'all get hot already (already) Put your name in the pot already, niggas compare me to Biggie and Pac already Like I'm gone already and I am nigga I'm already home already If y'all can't already see I ain't worried about y'all cause I'm already me (already) Do you already, enough of the complaining bo-who's already Eat food already, ain't nothing given you gotta claim your shoes already, Yeah so on this summation I don't know who you racing I'm already at the finish line with the flag waving Oh they want me to fall (fall) Fall from the top (top) They want me to drop (drop) They want me to stop (stop) They want me to go (go) I'm already gone (already) The shit that I'm on I'm already home (Hey, I'm already home) (Hey, I'm already home) (Hey, I'm already home) Oh they want me to fall (fall) Fall from the top (top) They want me to drop (drop) They want me to stop (no) They want me to go (no) I'm already gone (gone) The shit that I'm on (already) I'm already home (Hey, I'm already home) (Hey, I'm already home) (Hey, I'm already home)"
We Major,KAnye West,Other,"You motherfuckers better do your job and roll up and watch how we roll up and I can't control it, can't hold it, it's so nuts I take a sip of that yak, I want to fuck I take a hit of that chronic, it got me stuck But really what's amazing is how I keep blazing Towel under the door smoke until the days end Puff, puff then pass, don't fuck up rotation Hypnotic for Henny, now nigga that's your chaser Turn nothing to something now pimpin' that's a savior Best things are green now pimp and get your paper High off the ground instead of skyscraper Too low thinkin' we local, come on homie, we major We major (come on, homie, we major) Feeling better than some head on a Sunday afternoon Better than a chick that say yes to soon Until you have a daughter, that's what I call karma And you pray to god she don't grow breasts too soon. Projects to' up, gang signs is thrown up Niggas hats broke off that's how we grow up Why else you think shorty's write rhymes just to blow up? Get they first car and then IRS show up He ain't never had shit but he had that nine Nigga come through flickin' and he had that shine Put two and two together in a little bad weather Gon' be a whole family on that funeral line Ask the reverend was the strip club cool if my tips help send a pretty girl through school That's all I want like wino's want they good whiskey I ain't in the Klan, but I brought my hood with me You motherfuckers better do your job and roll up and watch how we roll up and I can't control it, can't hold it, it's so nuts I take a sip of that yak, I want to fuck I take a hit of that chronic, it got me stuck But really what's amazing is how I keep blazing Towel under the door smoke until the days end Puff, puff then pass, don't fuck up rotation Hypnotic for Henny, now nigga that's your chaser Turn nothing to something now pimpin' that's a savior Best things are green now pimp and get your paper High off the ground instead of skyscraper Too low thinkin' we local, come on homie, we major I heard the beat and I ain't know what to write First line, should it be about the hos or the ice? Four-four's or black Christ? Both flows would be nice Rap about big paper or the black man's plight At the studio console asked my man to the right What this verse sound like, should I freestyle or write? He said, Nas, what the fans want is Illmatic, Stillmatic Picked up the pad and pencil and jotted what I feel Been like 12 years since a nigga first signed Now I'm a free agent And I'm thinking it's time To build my very own Motown Cause rappers be deprived of executive 9 to 5s And it hurts to see these companies be stealing the life And I love to give my blood sweat and tears to the mic So y'all copped the LPs and y'all fiends got dealt I'm Jesse Jackson on the balcony where King got killed I survived the livest niggas around Lasting longer than more than half of you clowns Look, I used to cook before I had the game took Either way my change came like Sam Cooke. Feeling better than I ever felt before today Like better late than never is orientation Still we can make it better throwing all your cares away You motherfuckers better do your job and roll up and watch how we roll up and I can't control it, can't hold it, it's so nuts I take a sip of that yak, I want to fuck I take a hit of that chronic, it got me stuck But really what's amazing is how I keep blazing Towel under the door smoke until the days end Puff, puff then pass, don't fuck up rotation Hypnotic for Henny, now nigga that's your chaser Turn nothing to something now pimpin' that's a savior Best things are green now pimp and get your paper High off the ground instead of skyscraper Too low thinkin' we local, come on homie, we major"
Mockingbird,Eminem,Other,"Yeah I know sometimes things may not Always make sense to you right now But hey, what daddy always tell you? Straighten up little soldier Stiffen up that upper lip What you crying about? You got me Hailie, I know you miss your mom And I know you miss your dad when I'm gone But I'm trying to give you the life that I never had I can see you're sad Even when you smile Even when you laugh I can see it in your eyes Deep inside, you wanna cry 'Cause you're scared I ain't there? Daddy's with you in your prayers No more crying Wipe them tears Daddy's here No more nightmares We gonna pull together through it We gon' do it Lainie, uncle's crazy ain't he? Yeah, but he loves you girl and you better know it We're all we got in this world When it spins When it swirls When it whirls When it twirls Two little beautiful girls Looking puzzled, in a daze I know it's confusing you Daddy's always on the move Mama's always on the news I try to keep you sheltered from it But somehow it seems, the harder that I try to do that The more it backfires on me All the things, growing up As daddy that he had to see Daddy don't want you to see But you see just as much as he did We did not plan it to be this way Your mother and me But things have got so bad between us I don't see us ever being together ever again Like we used to be when was teenagers But then of course Everything always happens for a reason I guess it was never meant to be But it's just something We have no control over And that's what destiny is But no more worries Rest your head and go to sleep Maybe one day we'll wake up And this will all just be a dream Now hush little baby don't you cry Everything's gonna be alright Stiffen that upper lip up little lady I told ya, daddy's here to hold ya Through the night I know mommy's not here right now and we don't know why We fear how we feel inside It may seem a little crazy, pretty baby But I promise, Momma's gon' be alright It's funny I remember back one year when daddy had no money Mommy wrapped the Christmas presents up And stuck 'em under the tree And said some of them were from me 'Cause daddy couldn't buy 'em I'll never forget that Christmas I sat up the whole night cryin' 'Cause daddy felt like a bum See daddy had a job But his job was to keep the food on the table for you and mom And at the time, every house that we lived in Either kept getting broken into and robbed or shot up on the block And your mom, was saving money For you in a jar trying to start a piggy bank for you So you can go to college Almost had a thousand dollars 'Til someone broke in and stole it And I know it hurt so bad, it broke your mama's heart And it seemed like everything was just starting to fall apart Mom and dad was arguing a lot So mama moved back on the Chalmers in the flat One bedroom apartment And dad moved back to the other side of 8 mile on Novarra And that's when daddy went to California with his CD And met Dr. Dre and flew you and Mama out to see me But daddy had to work You and mama had to leave me Then you started seeing daddy on the TV And mama didn't like it And you and Lainie were too young to understand it Papa was a rolling stone Mama developed a habit And it all happened too fast for either one of us to grab it I'm just sorry you were there and had to witness it first hand 'Cause all I ever wanted to do was just make you proud Now I'm sittin' in this empty house, just reminiscin' Looking at your baby pictures it just trips me out To see how much you both have grown It's almost like your sisters now Wow, I guess you pretty much are And daddy's still here Lainie I'm talking to you too Daddy's still here I like the sound of that, yeah It's got a ring to it, don't it? Shhh, mama's only gone for the moment Now hush little baby don't you cry Everything's gonna be alright Stiffen that upper lip up little lady I told ya daddy's here to hold ya Through the night I know mommy's not here right now and we don't know why We fear how we feel inside It may seem a little crazy pretty baby But I promise Mama's gonna be alright And if you ask me to Daddy's gonna buy you a mockingbird I'ma give you the world I'ma buy a diamond ring for you I'ma sing for you, I'll do anything for you to see you smile And if that mockingbird don't sing and that ring don't shine I'ma break that birdy's neck I'll go back to the jeweller who sold it to ya And make him eat every carat Don't fuck with dad, haha"
Good Life,Kanye West,Other,"Like we always do at this time I go for mine, I gots to shine Now throw yo' hands up in the sky I go-go for mine, I gots to shine Now throw yo' hands up in the sky I'ma get on this TV mama, I'ma I'ma put shit down Ayy (ayy), ayy (ayy) Ayy (ayy), ayy (ayy) I'm good Welcome to the good life Where niggas who sell D Won't even get pulled over in they new V The good life, let's go on a living spree Shit, they say the best things in life are free The good life, it feel like Atlanta It feel like L.A., it feel like Miami It feel like N.Y., summertime Chi, ahh Now throw yo' hands up in the sky So I roll through good Y'all pop the trunk, I pop the hood, Ferrari And she got the goods And she got that ass, I got to look, sorry Yo, it's got to be 'cause I'm seasoned Haters give me them salty looks, Lawry's 50 told me, ""Go 'head, switch the style up And if they hate then let 'em hate And watch the money pile up"" the good life Now I, I go for mine, I got to shine Now throw yo' hands up in the sky Now I, I go for mine, I got to shine Now throw yo' hands up in the sky (ayy) I'ma get on this TV mama, I'ma I'ma put shit down Ayy (ayy), ayy (ayy) Ayy (ayy), ayy (ayy) I'm good Welcome to the good life Where we like the girls who ain't on TV 'Cause they got more (ass than the models) The good life, so keep it coming with the bottles 'Til she feel booze like she bombed at Apollo The good life, it feel like Houston It feel like Philly, it feel like D.C. It feel like VA, or the Bay, or Yay Ayy, this is the good life Welcome to the good life Uh, homie, tell me what's good Why I only got a problem when you in the hood? Welcome to the good life Like I'm new in the hood, the only thing I wish (I wish a nigga would) Welcome to the good life He probably think he could, but, but I don't think he should Welcome to the good life 50 told me, ""Go 'head, switch the style up And if they hate then let 'em hate And watch the money pile up"" the good life Now I, I go for mine, I got to shine (yeah) Now throw yo' hands up in the sky Now I, I go for mine, I got to shine Now throw yo' hands up in the sky (ayy) I'ma get on this TV mama, I'ma I'ma put shit down Ayy (ayy), ayy (ayy) Ayy (ayy), ayy (I'm good) Have you ever popped champagne on a plane While getting some brain? Whipped it out, she said, ""I never seen snakes on a plane"" Whether you broke or rich, you gotta get this Havin' money's the everything, not havin' it is I was splurgin' on trizz But when I get my card back activated I'm back to Vegas (welcome to the good life) 'Cause I always had a passion for flashin' before I had it I close my eyes and imagine the good life (hey) Is the good life better than the life I live When I thought that I was gonna go crazy And now my grandmama ain't the only girl calling me baby And if you feelin' me now then put your hands up in the sky And let me hear you say hey, hey, hey, ooh I'm good"
Real,Freddie Gibbs,Other,"Remember everybody ain't loyal You soft as gelatin, sick of telling them, nigga show 'em It's coke in the pot, nigga drop it and let it boil Goofy niggas make me nervous, ain't serve 'em if I ain't know 'em Eastside, sleeping in my dope house clothes Run down pair of Jordans and some dirty Girbauds Sucker coming with a short, he get extorted, exposed Nigga stand on my own two balls, my dick and ten toes Straight to the tippy top Hear this nigga spitting it, whether I got a hit or not I hit it with the whip, they notice it when they hit the rock I'm just a cocaina chemist Cooking, chopping and cutting, you'll die if I push a button Niggas heard of me, now all of a sudden they back to thugging If I never sell a record might catch me hot water juggin' The D.A. want me gone, say I'm detriment to the public Took his daughter, put this dick in her butt And said ""how you love it, bitch?"" Remember everybody ain't loyal Cause all the real niggas in jail or deep in the soil Dancing with the devil or eating fish with the Lord Gotta spit it how I live it, I beat the street and report, nigga All the real niggas either in jail or deep in the soil, nigga The world ain't big enough for both of us Batter up, now you pussy niggas getting fucked Straight raw with infection, passing no prophylactic Eastside, anybody killa, my niggas active Smoking and breaking a 7 up in a 6-5-0 Babyface Gangsta I been slanging, banging since 9-4 I thought the world was at my feet when I linked up with Snow But I refuse to be his flunkie, so we don't kick it no mo' Straight to the facts, nigga I looked up to you, put that on my momma Signed a deal with you and never asked you for a dollar Cause I was down with CTE, plus I was getting cheese I played my fuck ass contract, what the lick read? Thought I'd say this shit cause you ain't man enough to come discuss it You wanna be Jay-Z? Nigga you just a fucking puppet Gary boys ain't 'bout talkin', so bitch I had to show ya Don't make me expose you to those that don't know ya Man you said you the realest nigga in this motherfucker, check it But Ross had you scared to drop a diss record No nuts, got the whole team looking weak Guess that's why they ran up on you at the BET L.A. red carpet, yeah, I was geeked You couldn't take security, so we ain't take a seat I played the fool before, but yo a ho I'll never be They searched that tour bus in Milwaukee, had that .44 with me ESGN and to the end, I feed the killers Pray the Lord'll take my breath before I be like this monkey nigga Just a whole lot of rapping, but no motherfucking action Seen Gucci by himself while we was 30 deep at Magic And you didn't bust a grape, was shook from the gate It make it seem to me the gangsta shit you kick be fake Cause all my enemies, I put them suckers in their place So take them shades up of your eyes, and look me in my fucking face Cause I'm a motherfucking rare breed The last time you gonna see a bad guy like this again Don't reproduce nothin' but evil seeds I'm rapping and trapping and still ducking these F-E-D's But BMF was sticking you for your fucking cheese And yeah I know you sold the blow and whipped the hard But underneath the fucking money you's a fucking mark Take heed to my statements, because they might throw you Don't make me expose you to those who don't know you Bitch Snowman Killa"
Lollipop,Lil Wayne,Other,"No homo, Young Moolah baby I said he's so sweet, make her wanna lick the wrapper So I let her lick the rapper She, she, she licked me like a lollipop She, she licked me like a lollipop She, she, she licked me like a lollipop She, she licked me like a lollipop Shawty want a thug Bottles in the club Shawty wanna hump You know I love to touch ya lovely lady lumps Shawty wanna thug Bottles in the club Shawty wanna hump You know I love to touch ya lovely lady lumps Okay, lil mama had a swag like mine She even wear her hair down her back like mine I make her feel right when it's wrong like lyin' Man, she ain't never had a love like mine But man, I ain't never seen an ass like hers That pussy in my mouth had me lost for words So I told her back it up like, ""burp, burp"" And made that ass jump like, ""jerp, jerp"" And that's when she She, she, she licked me like a lollipop (oh yeah I like that) She, she licked me like a lollipop (oh yeah I like that) She, she, she licked me like a lollipop (I like that) She, she licked me like a lollipop Shawty want a thug Bottles in the club Shawty wanna hump You know I love to touch ya lovely lady lumps Shawty wanna thug Bottles in the club Shawty wanna hump You know I love to touch ya lovely lady lumps Now get up after you back it up, don't stop Drop it, shawty, drop it like it's hot Ooh, drop it like it's hot Do it, shawty, don't stop Shawty say the nigga that she with ain't shit Shawty say the nigga that she with ain't this Shawty say the nigga that she with can't hit But, shawty, I'ma hit it, hit it like I can't miss And ""he can't do this, "" and ""he don't do that!"" Shawty need a refund, need to bring that nigga back Just like a refund, I make her bring that ass back And she bring that ass back, because I like that Shawty want a thug Bottles in the club Shawty wanna hump You know I love to touch ya lovely lady lumps Shawty wanna lick, lick, lick, lick, lick me like a lollipop Shawty wanna lick, lick, lick, lick, lick me like a lollipop Shawty wanna lick me like a lollipop So I let her lick the rapper like a lollipop Shawty want a thug Bottles in the club Shawty wanna hump You know I love to touch ya lovely lady lumps Stat! Call me, so I can make it juicy for ya Call me, so I can get it juicy for ya Call me, so I can make it juicy for ya Call me, so I can get it juicy for ya Call me, so I can make it juicy for ya Call me, so I can get it juicy for ya Call me, so I can make it juicy for ya Call me, so I can get it juicy for ya Shawty want a thug Bottles in the club Shawty wanna hump You know I love to touch ya lovely lady lumps Shawty want a thug Bottles in the club Shawty wanna hump You know I love to touch ya lovely lady lumps I get her on top, she drop it like it's hot And when I'm at the bottom, she Hillary Rodham The middle of the bed, givin', gettin' head Givin', gettin' head, givin', gettin' head I said hmm, I like that Said hmm, yeah, I like that I said hmm, yeah, I like that, hmm Call me, so I can come and do it for ya Call me, so I can come and prove it for ya Call me, so I can make it juicy for ya Call me, so I can get it juicy for ya Shawty wanna lick, lick, lick, lick, lick me like a lollipop She, she licked me like a lollipop I said he's so sweet, make her wanna lick the wrapper (What you do?) So I let her lick the rapper"
Flex,Playboi Carti,Other,"All of these bitches, they mad, ooh All of these niggas, they mad, ooh All of these bitches, they mad, ooh All of these niggas, they mad, ooh I walk in the bank and I laugh, ooh I walk in the bank and I laugh, ooh I walk in the bank and I laugh, ooh Ooh, walk with a bag, ooh Sad, ooh, sad, ooh, mad, ooh All of these niggas, they mad, ooh All of these niggas, they mad, ooh Walk in the buildin', I flex on that boy I flex on that boy with the bag, ooh Ice on my neck and my mama like ""Boy, where you get all of that cash?"" I got the bag (Ooh), ice on my wrist Mama like, ""Where you get this?"" I got her sad (Ooh), gave her a brick Then I gave her a lil' kiss, ooh Yeah, I rock out in the six (six) But nigga, we fire, we split I'm takin' your shit, you college kid, ooh We really be poppin' shit, ooh I hit a lick, no kid, ooh I had a lick but no bih, ooh She suck me up like a tick, ooh Damn my weed smell like a pit, ooh He do that talkin', he simp, ooh Damn that bitch got a lil' thick, ooh I told that bitch to come in I told that bitch to come in All of these bitches, they mad, ooh All of these niggas, they mad, ooh All of these bitches, they mad, ooh All of these niggas, they mad, ooh I walk in the bank and I laugh, ooh I walk in the bank and I laugh, ooh I walk in the bank and I laugh, ooh Ooh, walk with a bag, ooh Sad, ooh, sad, ooh, mad, ooh All of these niggas, they mad, ooh All of these niggas, they mad, ooh Walk in the buildin', I flex on that boy I flex on that boy with the bag, ooh Ice on my neck and my mama like ""Boy, where you get all of that cash?"", ayy Yeah, who the fuck is you talkin' to, nigga? The fuck you think this is? You think 'cause you got a couple dollars you a fuckin' playboy? Nigga, you ain't no fuckin' playboy, nigga You ain't nothin', nigga Fuck outta here, Carti Fuck outta here Don't call my phone with that shit, my nigga Real mad Nigga, I don't ever get mad (Is you mad or what?) This nigga trippin' Girl, that's bad for us Say you mad for once Said she had enough Girl, that's bad for us She came back for once Yeah it's probably done She gon' back that ass I'm gonna spaz for us Girl, that's bad for us Say you mad for once Said she had enough Girl, that's bad for us I guess you're not feelin' me, uh Not feelin' the energy Baby girl, we can do plan A Baby girl, we can do plan B, ooh I walk in that bitch, they playin' my shit Walk in that bitch, eyes on the kicks Walk in that bitch, eyes on the fit I look at your bitch, then blow her a kiss (Mwah, ooh) I got that deuce in the coupe, huh Got a white bitch like YesJulz, huh All of my niggas, they fool, huh Look at that boy, look at his jewels All of my niggas, they bool, huh Louboutins bleed in the booth, ooh These niggas, they lookin' like who? Ooh, cash, cash, cash My outfit just made the front page, uh Hop off the plane, I run to the stage, yeah, ooh Your hoe gettin' laid, yeah, ayy She might come in late I heard that your nigga Atlanta I heard that your nigga LA I heard that your nigga a lame Might sing on a bitch, ayy Might sing on this shit Might sing on a bitch I might just sing on this shit I might just sing on this shit I might sing on this shit I might just sing on this shit"
What you know,T.I.,Other,"Ayy, ayy, ayy, ayy, ayy What you know about that? What you know about that? What you know about that? Ay, don't you know I got key by the three? When I chirp, shawty, chirp back Louis knapsack where I holdin' all the work at What you know about that? What you know about that? What you know about that? Hey, I know all about that Loaded .44 on the low where the cheese at Fresh off the jet to the 'jects where the G's at What you know about that? What you know about that? Hey, what you know about that? Hey, I know all about that See me in your city, sittin' pretty, know I'm shinin' dog Ridin' with a couple Latin broads and a China doll (Hey) And you know how we ball (Hey) Ridin' in shiny cars (Hey) Walk in designer malls (Hey) Buy everything we saw You know about me, dog (Okay) Don't talk about me, dog (Okay) And if you doubt me, dog (Okay) You better out me, dog (Oh) I'm throwed off slightly, bro (Oh) Don't wanna fight me, bro (Oh) I'm fast as lightening, bro (Oh) You better use your Nikes, bro (Yeah) Know you don't like me 'cause (Y-Y-Yeah) Your bitch most likely does (Y-Yeah) She see me on them dubs (Yeah) In front of every club (What?) I be on dro, I'm buzzed (Nigga, what?) Gave every hoe a hug (Nigga, what?) Niggas don't show me mugs (Nigga, what?) 'Cause you don't know me cuz Don't you know I got key by the three? When I chirp, shawty, chirp back Louis knapsack where I holdin' all the work at What you know about that? What you know about that? What you know about that? Hey, I know all about that Loaded .44 on the low where the cheese at Fresh off the jet to the 'jects where the G's at What you know about that? What you know about that? (Hey hey) Hey, what you know about that? (What they know 'bout this shit here, man?) Hey, I know all about that (Hey) Candy on the '64, leather guts and fish bowl 50 on the pinky ring just to make my fist glow (Hey) Your bitches get low (Hey) Because I get dough (Hey) So what I'm rich, hoe (Hey) I'll still pull a kick door What you talkin' shit for And gotta run and get folk? Got you yellin', I thought you put out a gun hit 'fore But you's a scary dude (Okay) Believed by very few (Okay) Just keep it very cool (Okay) Or we will bury you (Oh) See all that attitude's (Oh) Unnecessary, dude (Oh) 'Cause you never carry tools Not even square he cube (What?) You got these people fooled (What?) Who see me on the tube (What?) Whatever try the crew (What?) They'll see you on the news Don't you know I got key by the three? (Hey) When I chirp, shawty, chirp back (Hey, hey, hey) Louis knapsack where I holdin' all the work at (Hey, hey, hey, hey asshole) What you know about that? (Hey, asshole) What you know about that? (Hey, asshole) What you know about that? (Hey, hey, hey) Hey, I know all about that (Hey, hey, hoe) Loaded .44 on the low where the cheese at (Yeah, yeah) Fresh off the jet to the 'jects where the G's at (Hey, hey, hey, West Side, nigga) What you know about that? (Hey, asshole) What you know about that? (I'm talkin' to you, homie) Hey, what you know about that? Hey, I know all about that Fresh off the jet to the block, burnin' rubber with the top popped Partna bustin' shots, I tell him stop, it make the block hot (Hey) Your label got got (Hey) 'Cause you are not hot (Hey) I got the top spot (Hey) And it will not stop Video or not, dog, we'll bust it 'til the Glock stop Drag you out that Bentley coupe and take it to the chop shop (Oh) Partna, we not y'all (Oh) If it may pop off I'll answer the question, ""Will I get your block knocked off?"" (Yeah) This what it is bro (Y-Y-Yeah) Look, I will kill, bro (Y-Yeah) I'm in your hood, if you a gangsta, what you hid for? Somebody better get bro 'fore he get sent for You say you wanna squash it (What?) What you still talkin' shit for? Don't you know I got key by the three? When I chirp, shawty, chirp back Louis knapsack where I holdin' all the work at What you know about that? What you know about that? What you know about that? Hey I know all about that Loaded .44 on the low where the cheese at Fresh off the jet to the 'jects where the G's at What you know about that? What you know about that? Hey, what you know about that? Hey, I know all about that"
